time vout i_vip i_vin v_bias_p v_bias_n
7.527999999999999647e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
7.628000000000000542e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
7.727999999999999783e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
7.828000000000000679e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
7.927999999999999920e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
8.028000000000000815e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
8.128000000000000056e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
8.227999999999999297e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
8.328000000000000193e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
8.427999999999999434e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
8.528000000000000329e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
8.627999999999999570e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
8.728000000000000466e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
8.827999999999999707e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
8.928000000000000602e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
9.027999999999999843e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
9.128000000000000739e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
9.227999999999999980e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
9.327999999999999221e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
9.428000000000000117e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
9.527999999999999358e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
